measurement_id,group,x,y
M01780,beta,42.106,93.986
M01781,beta,90.1,181.45
M01782,beta,95.97,194.504
M01783,beta,11.879,22.377
M01784,gamma,71.432,119.541
M01785,beta,75.109,152.494
M01786,gamma,92.356,144.334
M01787,beta,13.142,59.196
M01788,alpha,15.554,22.403
M01789,gamma,1.365,-9.114
M01790,beta,42.967,88.746
M01791,gamma,73.743,113.649
M01792,beta,8.261,33.848
M01793,beta,24.775,67.852
M01794,alpha,28.114,62.353
M01795,alpha,86.417,164.591
M01796,beta,19.841,50.387
M01797,gamma,78.272,146.387
M01798,gamma,18.119,34.336
M01799,gamma,62.891,106.817
M01800,beta,3.837,26.797
M01801,alpha,92.91,152.374
M01802,alpha,86.435,163.004
M01803,beta,40.73,82.411
M01804,alpha,22.178,55.861
M01805,beta,47.92,84.045
M01806,beta,11.005,33.741
M01807,beta,28.056,58.096
M01808,beta,89.511,186.175
M01809,alpha,4.089,26.137
M01810,alpha,28.532,57.738
M01811,beta,90.848,184.711
M01812,beta,36.358,84.984
M01813,beta,11.153,26.208
M01814,alpha,33.121,43.737
M01815,gamma,81.004,135.097
M01816,gamma,37.159,40.901
M01817,gamma,27.595,35.247
M01818,alpha,13.049,20.897
M01819,gamma,60.184,128.821
M01820,gamma,81.741,145.175
M01821,alpha,70.466,131.064
M01822,gamma,61.901,99.286
M01823,beta,72.535,153.607
M01824,gamma,15.367,17.136
M01825,alpha,19.171,25.809
M01826,gamma,97.513,162.667
M01827,beta,44.848,90.347
M01828,alpha,48.282,61.076
M01829,gamma,93.133,155.116
M01830,gamma,27.415,39.286
M01831,alpha,28.966,56.226
M01832,gamma,19.019,23.069
M01833,beta,49.503,89.999
M01834,alpha,16.552,26.875
M01835,gamma,38.415,61.376
M01836,beta,20.692,40.306
M01837,alpha,16.0,32.524
M01838,gamma,45.544,90.138
M01839,gamma,72.058,118.402
M01840,beta,70.825,165.926
M01841,gamma,11.91,13.855
M01842,beta,3.909,36.658
M01843,alpha,94.205,168.457
M01844,alpha,64.241,121.947
M01845,alpha,98.954,179.601
M01846,gamma,34.746,58.319
M01847,gamma,97.222,151.89
M01848,gamma,26.404,63.432
M01849,alpha,40.834,65.373
M01850,alpha,62.596,105.82
M01851,alpha,82.393,154.274
M01852,alpha,25.599,76.603
M01853,alpha,53.739,117.371
M01854,gamma,10.644,6.388
M01855,gamma,68.812,122.584
M01856,gamma,63.431,101.076
M01857,gamma,20.616,17.178
M01858,alpha,58.166,108.474
M01859,beta,15.564,45.229
M01860,beta,14.833,60.889
M01861,beta,9.369,35.066
M01862,alpha,18.886,40.971
M01863,beta,94.336,188.942
M01864,beta,16.292,53.175
M01865,alpha,81.75,144.182
M01866,alpha,7.205,5.82
M01867,alpha,45.502,74.446
M01868,gamma,52.678,75.192
M01869,gamma,75.044,130.565
M01870,beta,2.072,19.137
M01871,alpha,76.345,135.212
M01872,alpha,77.012,135.793
M01873,beta,14.264,39.297
M01874,alpha,95.762,170.952
M01875,alpha,54.237,107.393
M01876,alpha,20.232,15.058
M01877,beta,75.967,168.948
M01878,beta,33.176,60.911
M01879,alpha,24.381,34.77
M01880,gamma,12.308,9.597
M01881,alpha,10.282,14.349
M01882,beta,14.184,54.281
M01883,alpha,2.4,-1.758
M01884,gamma,28.685,44.628
M01885,gamma,38.474,75.926
M01886,alpha,49.182,73.683
M01887,alpha,22.452,49.815
M01888,alpha,61.57,108.188
M01889,alpha,36.049,69.385
M01890,alpha,60.451,106.51
M01891,alpha,42.863,73.295
M01892,beta,15.022,48.578
M01893,gamma,68.716,106.699
M01894,alpha,27.109,41.827
M01895,beta,66.173,154.088
M01896,gamma,79.868,124.8
M01897,alpha,86.171,175.723
M01898,alpha,32.026,54.785
M01899,beta,44.67,104.933
M01900,alpha,11.316,-11.055
M01901,beta,95.959,186.796
M01902,alpha,18.187,37.878
M01903,beta,35.261,64.73
M01904,beta,60.174,123.814
M01905,gamma,33.347,55.65
M01906,alpha,38.319,52.422
M01907,gamma,49.71,65.012
M01908,alpha,38.463,66.117
M01909,gamma,71.492,98.207
M01910,gamma,21.933,25.979
M01911,alpha,23.519,80.654
M01912,alpha,36.24,65.922
M01913,beta,95.762,191.069
M01914,beta,36.086,77.95
M01915,alpha,29.47,67.557
M01916,beta,24.25,77.15
M01917,alpha,5.587,29.947
M01918,gamma,14.308,39.133
M01919,gamma,2.635,6.032
M01920,gamma,10.601,6.552
M01921,gamma,7.377,15.947
M01922,alpha,14.689,5.748
M01923,alpha,7.899,28.001
M01924,beta,14.972,49.199
M01925,alpha,46.976,93.915
M01926,beta,47.018,110.96
M01927,gamma,33.734,54.347
M01928,beta,11.127,16.888
M01929,alpha,88.116,178.217
M01930,gamma,16.035,22.875
M01931,beta,83.268,154.43
M01932,gamma,71.141,95.875
M01933,beta,91.915,161.584
M01934,beta,93.145,182.439
M01935,beta,97.312,157.324
M01936,alpha,74.313,129.3
M01937,beta,61.904,127.911
M01938,gamma,97.599,173.178
M01939,gamma,84.171,146.987
M01940,beta,65.27,120.158
M01941,beta,82.725,174.942
M01942,gamma,42.422,84.975
M01943,beta,10.84,48.916
M01944,beta,2.805,27.711
M01945,beta,16.276,50.794
M01946,alpha,75.652,141.309
M01947,beta,18.774,57.041
M01948,alpha,26.917,74.805
M01949,gamma,56.48,72.134
M01950,alpha,4.805,0.381
M01951,alpha,94.351,181.086
M01952,beta,95.874,188.173
M01953,gamma,19.488,25.302
M01954,alpha,70.266,107.179
M01955,alpha,33.132,70.941
M01956,gamma,80.749,126.751
M01957,alpha,2.369,8.164
M01958,alpha,29.012,39.128
M01959,alpha,68.237,137.637
M01960,gamma,23.157,39.674
M01961,alpha,80.748,133.719
M01962,alpha,99.342,161.886
M01963,gamma,51.63,80.612
M01964,beta,44.748,78.281
M01965,alpha,33.902,45.93
M01966,beta,4.001,40.373
M01967,gamma,77.418,123.102
M01968,gamma,60.688,104.567
M01969,alpha,56.69,107.471
M01970,alpha,14.262,25.481
M01971,beta,54.714,134.016
M01972,alpha,49.891,85.746
M01973,beta,31.372,77.989
M01974,beta,57.651,115.905
M01975,beta,8.923,39.942
M01976,beta,98.614,211.129
M01977,beta,76.315,126.9
M01978,alpha,97.168,184.609
M01979,beta,3.959,29.811
M01980,gamma,91.714,145.677
M01981,alpha,44.083,62.602
M01982,beta,37.368,80.947
M01983,gamma,41.319,40.987
M01984,gamma,4.268,5.266
M01985,gamma,5.706,4.967
M01986,gamma,0.794,-26.583
M01987,alpha,29.066,58.925
M01988,alpha,22.305,50.304
M01989,beta,66.915,127.59
M01990,gamma,90.013,162.991
M01991,beta,10.912,37.08
M01992,beta,76.822,158.484
M01993,alpha,40.152,82.372
M01994,gamma,48.63,81.864
M01995,gamma,74.128,133.379
M01996,gamma,15.574,26.729
M01997,beta,14.551,44.73
M01998,gamma,77.421,144.502
M01999,alpha,93.646,160.359
M02000,beta,21.342,63.144
M02001,alpha,86.802,173.65
M02002,beta,25.207,55.035
M02003,alpha,8.359,26.136
M02004,beta,87.378,177.436
M02005,beta,87.129,154.188
M02006,beta,18.408,45.365
M02007,alpha,9.244,25.588
M02008,beta,16.453,38.254
M02009,beta,94.194,169.787
M02010,alpha,96.559,175.518
M02011,beta,35.469,74.661
M02012,alpha,56.091,89.808
M02013,gamma,19.856,23.051
M02014,alpha,32.373,42.729
M02015,gamma,74.284,122.839
M02016,alpha,89.65,150.937
M02017,alpha,49.945,81.283
M02018,gamma,40.639,82.592
M02019,gamma,72.229,148.686
M02020,alpha,63.429,112.049
M02021,gamma,96.946,171.401
M02022,alpha,42.018,80.477
M02023,gamma,77.438,122.642
M02024,alpha,95.238,166.466
M02025,gamma,57.684,115.743
M02026,alpha,30.194,56.333
M02027,beta,50.209,117.919
M02028,gamma,99.905,156.09
M02029,beta,41.039,79.882
M02030,gamma,97.407,177.349
M02031,beta,11.338,41.112
M02032,alpha,55.275,110.833
M02033,alpha,54.276,80.648
M02034,gamma,68.028,128.148
M02035,gamma,28.325,21.112
M02036,alpha,99.536,160.414
M02037,alpha,8.964,43.85
M02038,alpha,49.64,92.223
M02039,gamma,92.723,167.436
M02040,gamma,80.587,142.68
M02041,gamma,28.99,34.698
M02042,beta,55.159,118.362
M02043,alpha,19.556,29.127
M02044,beta,41.293,90.503
M02045,gamma,70.383,116.607
M02046,beta,78.22,154.316
M02047,gamma,28.36,47.889
M02048,beta,67.33,129.738
M02049,alpha,90.019,160.21
M02050,alpha,79.051,143.378
M02051,gamma,82.003,128.832
M02052,gamma,99.283,162.34
M02053,alpha,55.574,87.146
M02054,beta,82.855,174.616
M02055,gamma,42.91,78.322
M02056,gamma,17.372,16.832
M02057,beta,51.728,103.034
M02058,alpha,50.426,92.873
M02059,gamma,57.693,78.014
M02060,beta,83.734,178.486
M02061,alpha,94.87,172.287
M02062,beta,1.154,22.165
M02063,gamma,15.305,6.469
M02064,alpha,57.179,92.764
M02065,alpha,74.234,142.621
M02066,gamma,77.759,139.616
M02067,alpha,23.972,51.22
M02068,gamma,84.046,135.256
M02069,gamma,78.003,135.028
M02070,gamma,5.175,-20.745
M02071,alpha,93.498,156.381
M02072,gamma,86.694,133.763
M02073,alpha,45.913,77.938
M02074,beta,26.199,58.922
M02075,alpha,9.278,5.343
M02076,alpha,39.08,70.755
M02077,beta,79.544,146.31
M02078,gamma,7.631,10.882
M02079,gamma,41.991,78.666
M02080,beta,80.855,149.677
M02081,alpha,29.875,68.262
M02082,gamma,60.665,89.17
M02083,alpha,11.721,15.0
M02084,gamma,59.999,107.242
M02085,alpha,15.839,27.08
M02086,alpha,60.611,81.712
M02087,gamma,2.304,-12.733
M02088,beta,11.479,35.154
M02089,alpha,2.95,8.538
M02090,gamma,93.985,163.004
M02091,beta,27.367,65.913
M02092,gamma,55.15,94.275
M02093,beta,46.704,103.721
M02094,beta,92.235,169.052
M02095,beta,17.296,36.473
M02096,beta,96.187,164.997
M02097,alpha,58.365,106.127
M02098,alpha,95.376,161.363
M02099,beta,43.347,77.777
M02100,beta,81.589,167.225
M02101,gamma,10.756,3.418
M02102,beta,37.396,87.683
M02103,gamma,81.934,113.559
M02104,gamma,25.306,43.423
M02105,beta,29.347,75.829
M02106,gamma,35.225,38.099
M02107,alpha,11.465,25.245
M02108,alpha,35.774,52.546
M02109,alpha,21.518,34.083
M02110,beta,12.23,41.863
M02111,beta,68.829,137.169
M02112,gamma,79.524,125.001
M02113,alpha,56.164,88.84
M02114,gamma,21.746,39.867
M02115,gamma,27.805,20.675
M02116,gamma,7.482,-12.135
M02117,gamma,42.175,66.324
M02118,beta,19.815,40.181
M02119,alpha,80.273,107.971
M02120,beta,11.926,36.776
M02121,beta,17.114,40.329
M02122,gamma,2.127,4.27
M02123,alpha,64.367,137.921
M02124,beta,28.437,38.15
M02125,beta,3.701,7.291
M02126,beta,64.478,127.993
M02127,alpha,46.989,90.557
M02128,beta,27.467,53.544
M02129,beta,40.034,77.307
M02130,gamma,4.707,-5.14
M02131,beta,69.646,117.986
M02132,alpha,84.308,158.319
M02133,gamma,10.274,12.138
M02134,alpha,10.514,41.049
M02135,beta,86.139,168.666
M02136,alpha,19.116,25.924
M02137,beta,81.615,160.746
M02138,gamma,86.801,145.963
M02139,beta,88.332,177.625
M02140,beta,7.504,29.514
M02141,beta,68.792,141.857
M02142,gamma,17.034,9.335
M02143,alpha,58.345,112.698
M02144,alpha,75.303,142.746
M02145,beta,63.69,122.479
M02146,alpha,57.788,91.324
M02147,gamma,49.01,74.279
M02148,beta,22.583,75.924
M02149,beta,76.62,150.225
M02150,alpha,65.948,107.836
M02151,gamma,85.586,142.447
M02152,beta,6.027,21.386
M02153,alpha,67.05,109.093
M02154,beta,10.453,36.168
M02155,alpha,81.4,147.57
M02156,beta,76.049,137.513
M02157,beta,70.851,129.479
M02158,alpha,91.413,145.261
M02159,alpha,91.67,155.095
M02160,gamma,51.346,91.097
M02161,beta,18.795,47.58
M02162,beta,95.149,193.346
M02163,gamma,64.838,121.462
M02164,gamma,11.02,29.432
M02165,alpha,89.41,162.052
M02166,gamma,53.089,88.227
M02167,beta,26.558,67.313
M02168,beta,21.207,50.944
M02169,beta,50.219,101.433
M02170,beta,36.978,81.363
M02171,alpha,64.862,115.332
M02172,beta,18.945,36.605
M02173,alpha,59.405,93.171
M02174,beta,10.918,32.067
M02175,alpha,64.634,124.512
M02176,alpha,89.506,158.957
M02177,gamma,26.618,42.984
M02178,alpha,88.26,161.095
M02179,gamma,71.582,114.532
M02180,gamma,82.407,141.816
M02181,gamma,26.827,44.075
M02182,beta,63.69,149.895
M02183,gamma,59.631,96.796
M02184,gamma,90.778,148.089
M02185,gamma,47.676,66.914
M02186,alpha,17.023,55.213
M02187,gamma,6.945,12.376
M02188,alpha,96.224,196.978
M02189,gamma,47.46,71.648
M02190,beta,88.126,180.107
M02191,alpha,67.92,131.978
M02192,beta,58.316,107.12
M02193,beta,87.322,168.585
M02194,alpha,56.727,102.734
M02195,beta,83.536,158.195
M02196,alpha,77.526,138.399
M02197,alpha,30.46,53.686
M02198,gamma,35.078,40.016
M02199,gamma,25.734,24.94
M02200,alpha,82.775,149.963
M02201,beta,71.016,158.901
M02202,gamma,48.435,64.119
M02203,beta,68.578,138.105
M02204,beta,85.627,166.696
M02205,gamma,99.409,167.061
M02206,gamma,74.101,125.732
M02207,beta,35.942,79.417
M02208,beta,63.873,122.099
M02209,beta,87.714,161.764
M02210,beta,98.733,169.541
M02211,gamma,17.495,30.888
M02212,beta,39.103,79.449
M02213,beta,94.527,183.868
M02214,gamma,52.008,91.312
M02215,beta,83.417,180.457
M02216,gamma,96.815,179.186
M02217,beta,28.841,80.762
M02218,gamma,14.713,13.794
M02219,gamma,15.023,33.454
M02220,gamma,16.261,15.782
M02221,beta,28.826,67.541
M02222,alpha,21.733,37.095
M02223,gamma,12.344,11.01
M02224,beta,66.025,133.934
M02225,alpha,4.99,24.965
M02226,gamma,66.533,128.525
M02227,gamma,15.504,26.083
M02228,gamma,19.673,30.316
M02229,gamma,91.826,154.509
M02230,beta,24.873,62.738
M02231,gamma,63.704,76.972
M02232,alpha,89.303,175.395
M02233,beta,59.704,128.418
M02234,beta,80.438,171.165
M02235,alpha,68.332,125.019
M02236,gamma,19.952,32.071
M02237,beta,8.56,14.984
M02238,gamma,18.337,16.14
M02239,beta,9.604,14.073
M02240,gamma,93.488,155.209
M02241,gamma,35.756,46.169
M02242,beta,46.128,108.702
M02243,gamma,2.642,-4.701
M02244,alpha,61.521,105.603
M02245,beta,78.663,146.442
M02246,gamma,54.327,82.181
M02247,gamma,87.781,169.883
M02248,alpha,40.294,80.179
M02249,alpha,46.281,84.488
M02250,alpha,8.466,0.789
M02251,beta,82.989,158.02
M02252,alpha,82.194,139.209
M02253,gamma,48.147,74.585
M02254,gamma,58.462,98.941
M02255,gamma,73.936,130.768
M02256,alpha,56.205,103.828
M02257,beta,13.64,53.103
M02258,alpha,30.089,43.656
M02259,beta,71.914,164.46
M02260,gamma,68.777,105.365
M02261,alpha,6.714,26.225
M02262,gamma,9.686,27.695
M02263,alpha,10.361,32.727
M02264,beta,5.565,27.215
M02265,alpha,29.992,46.372
M02266,alpha,84.172,152.291
M02267,gamma,26.027,27.049
M02268,gamma,61.716,92.692
M02269,beta,14.625,47.897
M02270,gamma,65.747,109.244
M02271,alpha,51.151,89.574
M02272,beta,29.004,59.581
M02273,gamma,10.002,-1.739
M02274,beta,39.119,79.337
M02275,gamma,79.986,112.544
M02276,alpha,2.797,9.972
M02277,beta,12.013,24.472
M02278,alpha,64.511,126.246
M02279,gamma,61.988,126.803
M02280,alpha,46.791,91.147
M02281,gamma,45.835,79.537
M02282,gamma,85.584,144.455
M02283,gamma,21.078,39.924
M02284,gamma,6.277,-7.118
M02285,gamma,15.14,8.646
M02286,beta,71.518,130.908
M02287,alpha,27.834,50.908
M02288,beta,6.821,17.115
M02289,gamma,48.374,92.997
M02290,alpha,57.604,99.87
M02291,gamma,77.54,123.335
M02292,beta,58.885,119.988
M02293,gamma,34.81,43.63
M02294,alpha,2.952,-2.898
M02295,gamma,15.918,23.325
M02296,gamma,47.641,78.996
M02297,alpha,98.133,183.65
M02298,alpha,10.543,0.79
M02299,alpha,72.816,106.959
M02300,alpha,6.193,32.651
M02301,beta,11.447,38.272
M02302,beta,60.653,120.344
M02303,alpha,92.355,158.202
M02304,beta,13.322,55.741
M02305,gamma,57.378,96.124
M02306,beta,67.885,145.895
M02307,alpha,20.119,47.759
M02308,alpha,8.602,34.215
M02309,alpha,62.912,109.282
M02310,alpha,89.329,153.731
M02311,beta,77.439,132.573
M02312,beta,18.53,38.372
M02313,gamma,95.774,160.393
M02314,alpha,83.24,135.261
M02315,gamma,82.758,127.697
M02316,gamma,85.342,143.555
M02317,alpha,43.888,61.779
M02318,gamma,7.814,-13.256
M02319,gamma,29.823,50.092
M02320,gamma,54.054,93.162
M02321,alpha,22.402,65.581
M02322,beta,39.043,75.39
M02323,beta,6.795,49.007
M02324,alpha,53.442,73.433
M02325,alpha,85.32,166.429
M02326,beta,61.864,120.485
M02327,gamma,69.752,125.94
M02328,beta,65.323,141.27
M02329,alpha,33.805,60.109
M02330,alpha,13.929,35.877
M02331,gamma,81.676,127.331
M02332,alpha,23.562,60.133
M02333,alpha,80.566,129.859
M02334,alpha,34.585,55.822
M02335,alpha,94.991,157.505
M02336,alpha,88.752,150.198
M02337,beta,94.66,184.938
M02338,alpha,49.66,92.863
M02339,alpha,65.034,107.787
M02340,alpha,2.144,8.116
M02341,alpha,2.635,6.318
M02342,gamma,86.029,137.08
M02343,gamma,68.36,126.726
M02344,beta,76.568,154.384
M02345,gamma,12.524,7.981
M02346,alpha,43.795,64.379
M02347,gamma,98.253,161.549
M02348,beta,91.807,186.069
M02349,alpha,23.203,34.453
M02350,gamma,75.257,120.91
M02351,gamma,56.805,94.325
M02352,gamma,24.992,34.867
M02353,alpha,7.661,19.087
M02354,alpha,31.413,61.956
M02355,gamma,65.521,108.299
M02356,gamma,39.782,71.582
M02357,gamma,12.238,20.095
M02358,gamma,20.586,31.281
M02359,gamma,73.522,105.747
M02360,alpha,44.354,100.693
M02361,beta,94.143,186.342
M02362,gamma,24.421,24.151
M02363,beta,31.886,66.95
M02364,beta,90.043,175.628
M02365,gamma,95.056,156.268
M02366,alpha,84.143,151.877
M02367,gamma,23.054,31.078
M02368,beta,72.491,137.238
M02369,alpha,3.587,7.665
M02370,beta,95.304,199.419
M02371,alpha,49.891,99.272
M02372,beta,30.041,71.113
M02373,alpha,5.972,17.964
M02374,alpha,86.277,145.946
M02375,beta,44.402,96.797
M02376,gamma,43.108,79.164
M02377,alpha,66.04,138.842
M02378,alpha,91.005,167.789
M02379,beta,92.27,199.368
M02380,gamma,21.654,16.96
M02381,alpha,34.094,67.484
M02382,beta,78.261,144.62
M02383,gamma,75.24,130.808
M02384,gamma,93.247,143.59
M02385,beta,85.851,181.919
M02386,gamma,71.922,114.372
M02387,gamma,26.01,49.87
M02388,alpha,13.187,20.412
M02389,alpha,28.07,46.576
M02390,alpha,77.134,130.079
M02391,beta,33.753,62.67
M02392,beta,26.875,73.577
M02393,beta,78.243,161.908
M02394,alpha,30.69,39.982
M02395,gamma,32.099,47.092
M02396,beta,1.727,25.609
M02397,alpha,46.644,97.373
M02398,gamma,21.784,26.291
M02399,alpha,57.957,126.781
M02400,gamma,31.403,58.789
M02401,alpha,44.044,78.218
M02402,beta,86.906,192.5
M02403,alpha,22.742,52.035
M02404,gamma,4.958,20.538
M02405,alpha,65.46,123.555
M02406,beta,57.989,132.446
M02407,alpha,55.341,103.693
M02408,beta,97.528,219.81
M02409,alpha,67.839,129.115
M02410,gamma,4.473,-10.694
M02411,alpha,34.973,74.44
M02412,gamma,7.745,10.022
M02413,alpha,32.579,43.224
M02414,beta,7.139,43.99
M02415,beta,87.585,179.294
M02416,beta,33.499,83.65
M02417,beta,89.739,156.288
M02418,beta,62.192,147.26
M02419,alpha,36.83,64.556
M02420,gamma,2.554,1.216
M02421,gamma,21.148,20.716
M02422,gamma,50.818,99.03
M02423,gamma,71.284,129.198
M02424,gamma,3.26,-8.447
M02425,gamma,15.007,18.388
M02426,alpha,95.863,155.238
M02427,alpha,56.54,118.7
M02428,gamma,41.808,65.022
M02429,gamma,12.124,27.333
M02430,gamma,47.233,60.174
M02431,gamma,52.034,80.434
M02432,gamma,29.307,49.968
M02433,alpha,32.868,69.179
M02434,alpha,45.582,50.55
M02435,gamma,97.24,160.473
M02436,beta,36.188,67.94
M02437,beta,56.046,125.978
M02438,beta,60.522,129.199
M02439,beta,78.63,159.388
M02440,alpha,92.572,188.957
M02441,alpha,77.645,126.457
M02442,alpha,60.555,117.724
M02443,beta,34.157,85.554
M02444,gamma,98.325,175.288
M02445,gamma,49.42,84.818
M02446,alpha,87.641,152.348
M02447,alpha,16.677,12.195
M02448,gamma,93.013,167.424
M02449,gamma,10.1,23.688
M02450,alpha,69.005,107.582
M02451,alpha,13.238,41.841
M02452,beta,35.437,58.836
M02453,beta,69.693,140.985
M02454,beta,89.743,186.524
M02455,beta,59.148,92.872
M02456,alpha,7.375,-12.46
M02457,beta,94.992,200.328
M02458,gamma,83.48,131.247
M02459,beta,75.766,145.362
M02460,gamma,76.596,109.31
M02461,gamma,8.379,17.843
M02462,beta,67.391,126.482
M02463,beta,37.937,70.032
M02464,gamma,27.93,45.658
M02465,alpha,23.226,38.035
M02466,gamma,89.73,151.673
M02467,gamma,50.823,90.328
M02468,beta,31.858,68.048
M02469,alpha,95.351,199.541
M02470,gamma,21.068,35.451
M02471,gamma,27.826,47.668
M02472,beta,28.479,59.105
M02473,alpha,28.784,43.303
M02474,alpha,28.848,52.643
M02475,beta,98.881,193.58
M02476,gamma,27.863,12.881
M02477,alpha,20.684,47.884
M02478,alpha,59.839,90.639
M02479,alpha,95.986,151.949
M02480,alpha,48.837,82.583
M02481,alpha,36.954,60.721
M02482,beta,73.209,175.363
M02483,gamma,12.618,-13.005
M02484,gamma,70.632,124.811
M02485,alpha,44.441,71.454
M02486,alpha,99.308,182.625
M02487,gamma,66.872,131.597
M02488,gamma,79.332,128.532
M02489,gamma,7.435,9.382
M02490,beta,63.062,137.548
M02491,gamma,67.208,127.339
M02492,alpha,43.338,86.229
M02493,gamma,79.42,123.475
M02494,gamma,83.764,161.763
M02495,gamma,3.564,-4.592
M02496,alpha,58.634,104.406
M02497,alpha,67.335,120.544
M02498,alpha,73.356,138.886
M02499,beta,13.179,35.296
M02500,gamma,85.716,140.414
